,open,close,high,low,volume,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
1069,325.25,324.95,325.5,324.8,0,0.6999999999999886,0.8500000000000227,0.1500000000000341,0.8500000000000227,0.8237965952883861,327.6213897858651,322.67861021413484,325.6794682917422,323.08970268436906,323.08970268436906
1070,324.65,323.6,324.9,324.65,0,0.25,0.05000000000001137,0.30000000000001137,0.30000000000001137,0.7583220208773392,327.049966062632,322.50003393736796,325.6794682917422,323.08970268436906,323.08970268436906
1071,324.9,324.0,325.0,323.4,0,1.6000000000000227,1.3999999999999773,0.20000000000004547,1.6000000000000227,0.8635317682676746,326.790595304803,321.609404695197,325.6794682917422,323.08970268436906,323.08970268436906
1072,323.5,324.4,324.0,323.4,0,0.6000000000000227,0.0,0.6000000000000227,0.6000000000000227,0.8305902972342182,326.1917708917026,321.20822910829736,325.6794682917422,323.08970268436906,323.08970268436906
1073,324.0,324.0,324.5,323.9,0,0.6000000000000227,0.10000000000002274,0.5,0.6000000000000227,0.8017665100799437,326.60529953023985,321.79470046976013,325.6794682917422,323.08970268436906,323.08970268436906
1074,324.4,323.75,324.4,324.0,0,0.39999999999997726,0.39999999999997726,0.0,0.39999999999997726,0.7515456963199479,326.4546370889598,321.94536291104015,325.6794682917422,323.08970268436906,323.08970268436906
1075,324.2,323.65,324.2,323.8,0,0.39999999999997726,0.44999999999998863,0.05000000000001137,0.44999999999998863,0.7138524842799531,326.14155745283983,321.85844254716017,325.6794682917422,323.08970268436906,323.08970268436906
1076,323.9,323.4,324.0,323.55,0,0.44999999999998863,0.35000000000002274,0.0999999999999659,0.44999999999998863,0.6808709237449575,325.81761277123485,321.7323872287651,325.6794682917422,323.08970268436906,323.08970268436906
1077,323.9,323.0,323.9,322.45,0,1.4499999999999886,0.5,0.9499999999999886,1.4499999999999886,0.7770120582768364,325.50603617483046,320.84396382516945,325.50603617483046,323.08970268436906,325.50603617483046
1078,323.4,323.1,323.4,322.9,0,0.5,0.39999999999997726,0.10000000000002274,0.5,0.7423855509922318,325.3771566529767,320.9228433470233,325.3771566529767,320.9228433470233,325.3771566529767
1079,323.0,323.1,323.65,322.85,0,0.7999999999999545,0.5499999999999545,0.25,0.7999999999999545,0.7495873571181971,325.4987620713546,321.0012379286454,325.3771566529767,321.0012379286454,325.3771566529767
1080,323.0,323.6,323.25,322.8,0,0.44999999999998863,0.14999999999997726,0.30000000000001137,0.44999999999998863,0.712138937478421,325.1614168124352,320.88858318756473,325.1614168124352,321.0012379286454,325.1614168124352
1081,323.0,323.45,323.5,322.9,0,0.6000000000000227,0.10000000000002274,0.7000000000000455,0.7000000000000455,0.710621570293624,325.33186471088084,321.06813528911914,325.1614168124352,321.06813528911914,325.1614168124352
1082,323.6,323.45,323.6,323.3,0,0.30000000000001137,0.1500000000000341,0.14999999999997726,0.30000000000001137,0.6592938740069225,325.42788162202083,321.47211837797926,325.1614168124352,321.47211837797926,325.1614168124352
1083,323.45,323.0,323.55,323.3,0,0.25,0.10000000000002274,0.14999999999997726,0.25,0.6081321397560572,325.2493964192682,321.60060358073184,325.1614168124352,321.60060358073184,325.1614168124352
1084,323.3,323.2,323.5,323.0,0,0.5,0.5,0.0,0.5,0.5946156222865501,325.0338468668597,321.4661531331403,325.0338468668597,321.60060358073184,325.0338468668597
1085,323.0,324.95,323.25,323.0,0,0.25,0.05000000000001137,0.19999999999998863,0.25,0.5515386695007313,324.7796160085022,321.4703839914978,324.7796160085022,321.60060358073184,321.60060358073184
1086,324.4,324.4,325.5,324.4,0,1.1000000000000227,0.5500000000000114,0.5500000000000114,1.1000000000000227,0.6200963358131427,326.8102890074394,323.0897109925606,326.8102890074394,323.0897109925606,323.0897109925606
1087,324.9,323.65,325.0,323.4,0,1.6000000000000227,0.6000000000000227,1.0,1.6000000000000227,0.7425842938365027,326.4277528815095,321.9722471184905,326.4277528815095,323.0897109925606,323.0897109925606
1088,324.4,323.1,324.4,323.55,0,0.8499999999999659,0.75,0.0999999999999659,0.8499999999999659,0.7560112571069356,326.2430337713208,321.7069662286792,326.2430337713208,323.0897109925606,323.0897109925606
1089,323.9,323.45,323.9,322.45,0,1.4499999999999886,0.7999999999999545,0.6500000000000341,1.4499999999999886,0.8427598499685672,325.70327954990563,320.6467204500943,325.70327954990563,323.0897109925606,323.0897109925606
1090,323.0,323.2,323.6,322.8,0,0.8000000000000114,0.1500000000000341,0.6499999999999773,0.8000000000000114,0.8374148687224977,325.71224460616753,320.68775539383256,325.70327954990563,323.0897109925606,323.0897109925606
1091,323.45,325.35,323.55,323.0,0,0.5500000000000114,0.35000000000002274,0.19999999999998863,0.5500000000000114,0.801488010132187,325.67946403039656,320.8705359696034,325.67946403039656,323.0897109925606,323.0897109925606
1092,324.4,324.65,325.25,324.4,0,0.8500000000000227,0.10000000000002274,0.9500000000000455,0.9500000000000455,0.8200520088656693,327.285156026597,322.36484397340297,325.67946403039656,323.0897109925606,323.0897109925606
1093,325.25,324.95,325.5,324.8,0,0.6999999999999886,0.8500000000000227,0.1500000000000341,0.8500000000000227,0.8237955077574635,327.62138652327235,322.6786134767276,325.67946403039656,323.0897109925606,323.0897109925606
1094,324.65,323.6,324.9,324.65,0,0.25,0.05000000000001137,0.30000000000001137,0.30000000000001137,0.758321069287782,327.0499632078633,322.50003679213665,325.67946403039656,323.0897109925606,323.0897109925606
1095,324.9,324.0,325.0,323.4,0,1.6000000000000227,1.3999999999999773,0.20000000000004547,1.6000000000000227,0.863530935626812,326.7905928068804,321.6094071931196,325.67946403039656,323.0897109925606,323.0897109925606
1096,323.5,324.4,324.0,323.4,0,0.6000000000000227,0.0,0.6000000000000227,0.6000000000000227,0.8305895686734633,326.19176870602035,321.2082312939796,325.67946403039656,323.0897109925606,323.0897109925606
1097,324.0,324.0,324.5,323.9,0,0.6000000000000227,0.10000000000002274,0.5,0.6000000000000227,0.8017658725892832,326.60529761776786,321.7947023822321,325.67946403039656,323.0897109925606,323.0897109925606
