,isin,insertion_datetime,datetime,open,high,low,close,volume,open_interest,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
10,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:25:00,1650.05,1651.0,1650.0,1651.0,223,223,1.0,0.9500000000000455,0.049999999999954525,1.0,1.2104709647919851,1658.973296753544,1642.026703246456,1658.973296753544,1642.026703246456,1658.973296753544
11,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:26:00,1650.5,1650.95,1650.0,1650.8,540,540,0.9500000000000455,0.049999999999954525,1.0,1.0,1.1403139765279902,1658.4571978356958,1642.492802164304,1658.4571978356958,1642.492802164304,1658.4571978356958
12,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:27:00,1650.8,1650.8,1649.6,1650.0,902,902,1.2000000000000455,0.0,1.2000000000000455,1.2000000000000455,1.1602093176853419,1658.3214652237973,1642.0785347762023,1658.3214652237973,1642.492802164304,1658.3214652237973
13,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:28:00,1650.0,1650.5,1649.7,1650.0,74,74,0.7999999999999545,0.5,0.2999999999999545,0.7999999999999545,1.040139545123546,1657.3809768158646,1642.8190231841352,1657.3809768158646,1642.8190231841352,1657.3809768158646
14,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:29:00,1650.0,1650.25,1650.0,1650.0,61,61,0.25,0.25,0.0,0.25,0.7767596967490307,1655.5623178772432,1644.6876821227568,1655.5623178772432,1644.6876821227568,1655.5623178772432
15,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:30:00,1650.0,1650.0,1649.7,1650.0,362,362,0.2999999999999545,0.0,0.2999999999999545,0.2999999999999545,0.617839797832672,1654.1748785848285,1645.5251214151713,1654.1748785848285,1645.5251214151713,1654.1748785848285
16,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:31:00,1650.0,1650.3,1649.5,1649.5,234,234,0.7999999999999545,0.2999999999999545,0.5,0.7999999999999545,0.6785598652217661,1654.6499190565526,1645.1500809434476,1654.1748785848285,1645.5251214151713,1654.1748785848285
17,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:32:00,1649.5,1650.6,1649.5,1650.5,27,27,1.099999999999909,1.099999999999909,0.0,1.099999999999909,0.8190399101478137,1655.7832793710347,1644.3167206289652,1654.1748785848285,1645.5251214151713,1654.1748785848285
18,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:33:00,1650.5,1650.5,1650.0,1650.0,465,465,0.5,0.0,0.5,0.5,0.7126932734318757,1655.238852914023,1645.261147085977,1654.1748785848285,1645.5251214151713,1654.1748785848285
19,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:34:00,1650.0,1650.0,1649.5,1650.0,127,127,0.5,0.0,0.5,0.5,0.6417955156212505,1654.2425686093488,1645.2574313906512,1654.1748785848285,1645.5251214151713,1654.1748785848285
20,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:35:00,1650.0,1650.4,1649.5,1650.0,317,317,0.900000000000091,0.40000000000009095,0.5,0.900000000000091,0.727863677080864,1655.0450457395661,1644.854954260434,1654.1748785848285,1645.5251214151713,1654.1748785848285
21,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:36:00,1650.0,1650.25,1648.9,1649.15,756,756,1.349999999999909,0.25,1.099999999999909,1.349999999999909,0.9352424513872123,1656.1216971597105,1643.0283028402896,1654.1748785848285,1645.5251214151713,1654.1748785848285
22,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:37:00,1649.15,1649.95,1649.15,1649.95,34,34,0.7999999999999545,0.7999999999999545,0.0,0.7999999999999545,0.8901616342581263,1655.781131439807,1643.3188685601933,1654.1748785848285,1645.5251214151713,1654.1748785848285
23,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:38:00,1649.95,1650.0,1648.9,1650.0,573,573,1.099999999999909,0.049999999999954525,1.0499999999999545,1.099999999999909,0.960107756172054,1656.1707542932045,1642.7292457067956,1654.1748785848285,1645.5251214151713,1654.1748785848285
24,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:39:00,1650.0,1650.0,1649.05,1649.05,30,30,0.9500000000000455,0.0,0.9500000000000455,0.9500000000000455,0.956738504114718,1656.222169528803,1642.827830471197,1654.1748785848285,1645.5251214151713,1654.1748785848285
25,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:40:00,1649.05,1649.9,1648.9,1649.0,69,69,1.0,0.8500000000001364,0.14999999999986358,1.0,0.9711590027431454,1656.198113019202,1642.601886980798,1654.1748785848285,1645.5251214151713,1654.1748785848285
26,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:41:00,1649.0,1649.9,1648.9,1648.9,90,90,1.0,0.900000000000091,0.09999999999990905,1.0,0.9807726684954302,1656.265408679468,1642.5345913205322,1654.1748785848285,1645.5251214151713,1654.1748785848285
27,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:42:00,1648.9,1649.9,1648.85,1649.85,58,58,1.050000000000182,1.0,0.0500000000001819,1.050000000000182,1.0038484456636807,1656.4019391196457,1642.3480608803543,1654.1748785848285,1645.5251214151713,1654.1748785848285
28,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:43:00,1649.85,1649.95,1649.15,1649.15,328,328,0.7999999999999545,0.10000000000013642,0.6999999999998181,0.7999999999999545,0.935898963775772,1656.1012927464305,1642.9987072535698,1654.1748785848285,1645.5251214151713,1654.1748785848285
29,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:44:00,1649.15,1649.85,1649.15,1649.25,67,67,0.6999999999998181,0.6999999999998181,0.0,0.6999999999998181,0.857265975850454,1655.5008618309532,1643.4991381690468,1654.1748785848285,1645.5251214151713,1654.1748785848285
30,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:45:00,1649.25,1650.0,1649.2,1649.2,288,288,0.7999999999999545,0.75,0.049999999999954525,0.7999999999999545,0.838177317233621,1655.4672412206353,1643.7327587793645,1654.1748785848285,1645.5251214151713,1654.1748785848285
31,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:46:00,1649.2,1649.9,1649.2,1649.5,84,84,0.7000000000000455,0.7000000000000455,0.0,0.7000000000000455,0.7921182114890959,1655.0948274804239,1644.0051725195765,1654.1748785848285,1645.5251214151713,1654.1748785848285
32,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:47:00,1649.5,1649.5,1649.5,1649.5,48,48,0.0,0.0,0.0,0.0,0.5280788076593973,1653.1965516536159,1645.8034483463841,1653.1965516536159,1645.8034483463841,1653.1965516536159
33,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:48:00,1649.5,1649.95,1649.5,1649.5,76,76,0.4500000000000455,0.4500000000000455,0.0,0.4500000000000455,0.5020525384396134,1653.2393677690773,1646.2106322309226,1653.1965516536159,1646.2106322309226,1653.1965516536159
34,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:49:00,1649.5,1649.95,1648.9,1649.5,439,439,1.0499999999999545,0.4500000000000455,0.599999999999909,1.0499999999999545,0.6847016922930603,1654.2179118460515,1644.6320881539489,1653.1965516536159,1646.2106322309226,1653.1965516536159
35,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:50:00,1648.85,1649.9,1648.8,1648.8,494,494,1.1000000000001364,0.40000000000009095,0.7000000000000455,1.1000000000001364,0.8231344615287522,1655.1119412307012,1643.5880587692986,1653.1965516536159,1646.2106322309226,1653.1965516536159
36,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:51:00,1648.8,1649.9,1648.8,1649.1,1312,1312,1.1000000000001364,1.1000000000001364,0.0,1.1000000000001364,0.9154229743525469,1655.7579608204678,1642.942039179532,1653.1965516536159,1646.2106322309226,1653.1965516536159
37,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:52:00,1649.1,1649.95,1649.05,1649.4,177,177,0.900000000000091,0.8500000000001364,0.049999999999954525,0.900000000000091,0.9102819829017283,1655.871973880312,1643.128026119688,1653.1965516536159,1646.2106322309226,1653.1965516536159
38,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:53:00,1649.4,1650.0,1649.3,1649.9,185,185,0.7000000000000455,0.599999999999909,0.10000000000013642,0.7000000000000455,0.8401879886011674,1655.5313159202083,1643.768684079792,1653.1965516536159,1646.2106322309226,1653.1965516536159
39,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:54:00,1649.9,1649.9,1649.05,1649.2,22,22,0.8500000000001364,0.0,0.8500000000001364,0.8500000000001364,0.8434586590674904,1655.3792106134724,1643.5707893865274,1653.1965516536159,1646.2106322309226,1653.1965516536159
40,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:55:00,1649.2,1649.8,1649.0,1649.4,363,363,0.7999999999999545,0.599999999999909,0.20000000000004547,0.7999999999999545,0.8289724393783118,1655.2028070756483,1643.597192924352,1653.1965516536159,1646.2106322309226,1653.1965516536159
41,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:56:00,1649.4,1650.0,1649.1,1650.0,185,185,0.900000000000091,0.599999999999909,0.3000000000001819,0.900000000000091,0.8526482929189049,1655.5185380504322,1643.5814619495677,1653.1965516536159,1646.2106322309226,1653.1965516536159
42,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:57:00,1650.0,1650.0,1649.05,1649.05,44,44,0.9500000000000455,0.0,0.9500000000000455,0.9500000000000455,0.8850988619459518,1655.7206920336218,1643.3293079663783,1653.1965516536159,1646.2106322309226,1653.1965516536159
43,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:58:00,1649.1,1649.9,1649.1,1649.9,242,242,0.8000000000001819,0.8500000000001364,0.049999999999954525,0.8500000000001364,0.8733992412973466,1655.6137946890815,1643.3862053109185,1653.1965516536159,1646.2106322309226,1653.1965516536159
44,INE095A01012,2019-03-19 15:15:42,2018-01-01 09:59:00,1649.9,1650.0,1648.85,1649.25,572,572,1.150000000000091,0.09999999999990905,1.050000000000182,1.150000000000091,0.9655994941982614,1656.1841964593877,1642.6658035406122,1653.1965516536159,1646.2106322309226,1653.1965516536159
45,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:00:00,1649.25,1649.3,1648.65,1648.65,105,105,0.6499999999998636,0.049999999999954525,0.599999999999909,0.6499999999998636,0.8603996627987955,1654.9977976395915,1642.9522023604084,1653.1965516536159,1646.2106322309226,1653.1965516536159
46,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:01:00,1648.85,1649.3,1648.6,1648.9,67,67,0.7000000000000455,0.6499999999998636,0.0500000000001819,0.7000000000000455,0.8069331085325455,1654.5985317597276,1643.301468240272,1653.1965516536159,1646.2106322309226,1653.1965516536159
47,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:02:00,1648.9,1649.0,1648.15,1649.0,347,347,0.849999999999909,0.09999999999990905,0.75,0.849999999999909,0.8212887390216667,1654.3240211731518,1642.8259788268483,1653.1965516536159,1646.2106322309226,1653.1965516536159
48,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:03:00,1649.0,1649.3,1648.5,1648.5,30,30,0.7999999999999545,0.2999999999999545,0.5,0.7999999999999545,0.8141924926810958,1654.5993474487677,1643.2006525512325,1653.1965516536159,1646.2106322309226,1653.1965516536159
49,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:04:00,1648.5,1650.0,1648.5,1649.3,295,295,1.5,1.5,0.0,1.5,1.0427949951207305,1656.549564965845,1641.950435034155,1653.1965516536159,1646.2106322309226,1653.1965516536159
50,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:05:00,1649.85,1649.85,1648.0,1649.0,349,349,1.849999999999909,0.5499999999999545,1.2999999999999545,1.849999999999909,1.3118633300804567,1658.108043310563,1639.7419566894368,1653.1965516536159,1646.2106322309226,1653.1965516536159
51,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:06:00,1649.0,1649.15,1648.1,1649.15,394,394,1.050000000000182,0.15000000000009095,0.900000000000091,1.050000000000182,1.2245755533870317,1657.1970288737093,1640.0529711262907,1653.1965516536159,1646.2106322309226,1653.1965516536159
52,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:07:00,1649.15,1650.1,1649.15,1650.1,65,65,0.9499999999998181,0.9499999999998181,0.0,0.9499999999998181,1.1330503689246272,1657.5563525824723,1641.6936474175277,1653.1965516536159,1646.2106322309226,1653.1965516536159
53,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:08:00,1650.1,1650.1,1649.3,1650.0,28,28,0.7999999999999545,0.0,0.7999999999999545,0.7999999999999545,1.0220335792830697,1656.8542350549812,1642.5457649450184,1653.1965516536159,1646.2106322309226,1653.1965516536159
54,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:09:00,1649.75,1650.0,1649.0,1649.75,55,55,1.0,0.0,1.0,1.0,1.0146890528553798,1656.6028233699876,1642.3971766300124,1653.1965516536159,1646.2106322309226,1653.1965516536159
55,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:10:00,1650.0,1650.0,1649.75,1649.75,92,92,0.25,0.25,0.0,0.25,0.7597927019035865,1655.193548913325,1644.556451086675,1653.1965516536159,1646.2106322309226,1653.1965516536159
56,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:11:00,1649.75,1650.0,1649.25,1650.0,47,47,0.75,0.25,0.5,0.75,0.7565284679357243,1654.92069927555,1644.32930072445,1653.1965516536159,1646.2106322309226,1653.1965516536159
57,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:12:00,1650.0,1650.0,1649.4,1649.45,147,147,0.599999999999909,0.0,0.599999999999909,0.599999999999909,0.7043523119571192,1654.6304661836998,1644.7695338163003,1653.1965516536159,1646.2106322309226,1653.1965516536159
58,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:13:00,1649.45,1650.0,1649.2,1649.35,48,48,0.7999999999999545,0.5499999999999545,0.25,0.7999999999999545,0.7362348746380644,1654.7536441224663,1644.4463558775335,1653.1965516536159,1646.2106322309226,1653.1965516536159
59,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:14:00,1649.35,1650.0,1649.3,1649.3,20,20,0.7000000000000455,0.650000000000091,0.049999999999954525,0.7000000000000455,0.724156583092058,1654.7190960816445,1644.5809039183557,1653.1965516536159,1646.2106322309226,1653.1965516536159
60,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:15:00,1649.3,1649.9,1649.05,1649.2,20,20,0.8500000000001364,0.6000000000001364,0.25,0.8500000000001364,0.7661043887280842,1654.8377307210965,1644.1122692789033,1653.1965516536159,1646.2106322309226,1653.1965516536159
61,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:16:00,1649.2,1650.0,1649.2,1649.5,1361,1361,0.7999999999999545,0.7999999999999545,0.0,0.7999999999999545,0.7774029258187077,1655.0418204807308,1644.158179519269,1653.1965516536159,1646.2106322309226,1653.1965516536159
62,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:17:00,1649.5,1650.5,1649.5,1650.5,276,276,1.0,1.0,0.0,1.0,0.8516019505458052,1655.9612136538206,1644.0387863461794,1653.1965516536159,1646.2106322309226,1653.1965516536159
63,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:18:00,1650.5,1650.5,1649.95,1650.0,48,48,0.5499999999999545,0.0,0.5499999999999545,0.5499999999999545,0.7510679670305217,1655.4824757692136,1644.9675242307862,1653.1965516536159,1646.2106322309226,1653.1965516536159
64,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:19:00,1650.0,1650.5,1650.0,1650.0,175,175,0.5,0.5,0.0,0.5,0.6673786446870146,1654.921650512809,1645.578349487191,1653.1965516536159,1646.2106322309226,1653.1965516536159
65,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:20:00,1650.0,1650.5,1650.0,1650.45,100,100,0.5,0.5,0.0,0.5,0.6115857631246764,1654.5311003418728,1645.9688996581272,1653.1965516536159,1646.2106322309226,1653.1965516536159
66,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:21:00,1651.0,1652.65,1650.8,1652.15,3133,3133,1.8500000000001364,2.2000000000000455,0.34999999999990905,2.2000000000000455,1.141057175416466,1659.7124002279152,1643.7375997720846,1653.1965516536159,1646.2106322309226,1653.1965516536159
67,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:22:00,1652.15,1653.75,1652.15,1653.3,408,408,1.599999999999909,1.599999999999909,0.0,1.599999999999909,1.2940381169442803,1662.00826681861,1643.89173318139,1653.1965516536159,1646.2106322309226,1646.2106322309226
68,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:23:00,1653.75,1654.2,1653.3,1653.9,896,896,0.900000000000091,0.900000000000091,0.0,0.900000000000091,1.1626920779628838,1661.88884454574,1645.61115545426,1661.88884454574,1646.2106322309226,1646.2106322309226
69,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:24:00,1653.9,1655.0,1653.45,1655.0,2970,2970,1.5499999999999545,1.099999999999909,0.4500000000000455,1.5499999999999545,1.2917947186419074,1663.2675630304932,1645.1824369695066,1661.88884454574,1646.2106322309226,1646.2106322309226
70,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:25:00,1655.0,1655.0,1653.4,1654.0,403,403,1.599999999999909,0.0,1.599999999999909,1.599999999999909,1.3945298124279077,1663.9617086869955,1644.4382913130046,1661.88884454574,1646.2106322309226,1646.2106322309226
71,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:26:00,1654.0,1654.55,1653.45,1653.65,161,161,1.099999999999909,0.5499999999999545,0.5499999999999545,1.099999999999909,1.2963532082852416,1663.0744724579968,1644.9255275420032,1661.88884454574,1646.2106322309226,1646.2106322309226
72,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:27:00,1653.65,1654.6,1653.05,1653.05,606,606,1.5499999999999545,0.9499999999998181,0.6000000000001364,1.5499999999999545,1.3809021388568123,1663.4913149719976,1644.158685028002,1661.88884454574,1646.2106322309226,1646.2106322309226
73,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:28:00,1653.95,1653.95,1652.35,1653.6,557,557,1.6000000000001364,0.900000000000091,0.7000000000000455,1.6000000000001364,1.4539347592379201,1663.3275433146655,1642.9724566853347,1661.88884454574,1646.2106322309226,1646.2106322309226
74,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:29:00,1653.6,1653.6,1652.45,1653.0,922,922,1.1499999999998636,0.0,1.1499999999998636,1.1499999999998636,1.3526231728252345,1662.4933622097767,1643.5566377902235,1661.88884454574,1646.2106322309226,1646.2106322309226
75,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:30:00,1653.0,1654.0,1653.0,1654.0,1494,1494,1.0,1.0,0.0,1.0,1.235082115216823,1662.1455748065177,1644.8544251934823,1661.88884454574,1646.2106322309226,1646.2106322309226
76,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:31:00,1654.0,1654.95,1653.2,1654.1,939,939,1.75,0.9500000000000455,0.7999999999999545,1.75,1.4067214101445487,1663.922049871012,1644.2279501289881,1661.88884454574,1646.2106322309226,1646.2106322309226
77,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:32:00,1654.1,1655.0,1653.4,1655.0,2296,2296,1.599999999999909,0.900000000000091,0.6999999999998181,1.599999999999909,1.471147606763002,1664.498033247341,1643.901966752659,1661.88884454574,1646.2106322309226,1646.2106322309226
78,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:33:00,1655.0,1655.0,1654.0,1654.2,286,286,1.0,0.0,1.0,1.0,1.314098404508668,1663.6986888315607,1645.3013111684393,1661.88884454574,1646.2106322309226,1646.2106322309226
79,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:34:00,1654.2,1655.0,1654.0,1654.0,1004,1004,1.0,0.7999999999999545,0.20000000000004547,1.0,1.209398936339112,1662.9657925543738,1646.0342074456262,1661.88884454574,1646.2106322309226,1646.2106322309226
80,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:35:00,1654.0,1654.8,1653.9,1653.9,700,700,0.8999999999998636,0.7999999999999545,0.09999999999990905,0.8999999999998636,1.1062659575593625,1662.0938617029155,1646.6061382970843,1661.88884454574,1646.6061382970843,1646.6061382970843
81,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:36:00,1653.9,1654.8,1653.9,1654.75,169,169,0.8999999999998636,0.8999999999998636,0.0,0.8999999999998636,1.037510638372863,1661.6125744686099,1647.08742553139,1661.6125744686099,1647.08742553139,1647.08742553139
82,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:37:00,1654.75,1654.75,1653.5,1654.75,35,35,1.25,0.0,1.25,1.25,1.1083404255819087,1661.8833829790733,1646.3666170209267,1661.6125744686099,1647.08742553139,1647.08742553139
83,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:38:00,1654.8,1654.8,1653.15,1653.15,134,134,1.6499999999998636,0.049999999999954525,1.599999999999909,1.6499999999998636,1.2888936170545604,1662.9972553193818,1644.952744680618,1661.6125744686099,1647.08742553139,1647.08742553139
84,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:39:00,1653.15,1654.6,1653.15,1654.6,87,87,1.449999999999818,1.449999999999818,0.0,1.449999999999818,1.3425957447029795,1663.2731702129208,1644.4768297870792,1661.6125744686099,1647.08742553139,1647.08742553139
85,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:40:00,1654.6,1654.6,1653.0,1653.0,374,374,1.599999999999909,0.0,1.599999999999909,1.599999999999909,1.4283971631352894,1663.798780141947,1643.801219858053,1661.6125744686099,1647.08742553139,1647.08742553139
86,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:41:00,1653.0,1653.65,1652.3,1652.8,277,277,1.3500000000001364,0.650000000000091,0.7000000000000455,1.3500000000001364,1.402264775423572,1662.790853427965,1643.1591465720348,1661.6125744686099,1647.08742553139,1647.08742553139
87,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:42:00,1652.8,1653.05,1652.35,1653.05,241,241,0.7000000000000455,0.25,0.4500000000000455,0.7000000000000455,1.1681765169490632,1660.8772356186432,1644.5227643813564,1660.8772356186432,1647.08742553139,1647.08742553139
88,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:43:00,1653.05,1653.6,1652.35,1652.45,382,382,1.25,0.5499999999999545,0.7000000000000455,1.25,1.1954510112993755,1661.3431570790956,1644.6068429209042,1660.8772356186432,1647.08742553139,1647.08742553139
89,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:44:00,1652.45,1653.5,1652.0,1653.05,315,315,1.5,1.0499999999999545,0.4500000000000455,1.5,1.2969673408662503,1661.8287713860639,1643.6712286139361,1660.8772356186432,1647.08742553139,1647.08742553139
90,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:45:00,1653.05,1653.45,1652.0,1652.15,130,130,1.4500000000000455,0.40000000000009095,1.0499999999999545,1.4500000000000455,1.347978227244182,1662.1608475907092,1643.2891524092906,1660.8772356186432,1647.08742553139,1647.08742553139
91,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:46:00,1652.15,1653.0,1652.15,1652.35,313,313,0.849999999999909,0.849999999999909,0.0,0.849999999999909,1.1819854848294244,1660.848898393806,1644.3011016061942,1660.848898393806,1647.08742553139,1647.08742553139
92,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:47:00,1652.4,1653.1,1652.0,1652.6,77,77,1.099999999999909,0.75,0.34999999999990905,1.099999999999909,1.1546569898862526,1660.6325989292038,1644.467401070796,1660.6325989292038,1647.08742553139,1647.08742553139
93,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:48:00,1652.6,1653.0,1652.4,1652.5,77,77,0.599999999999909,0.40000000000009095,0.1999999999998181,0.599999999999909,0.9697713265908048,1659.4883992861357,1645.9116007138643,1659.4883992861357,1647.08742553139,1647.08742553139
94,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:49:00,1652.5,1653.0,1652.05,1652.1,129,129,0.9500000000000455,0.5,0.4500000000000455,0.9500000000000455,0.963180884393885,1659.2672661907573,1645.782733809243,1659.2672661907573,1647.08742553139,1647.08742553139
95,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:50:00,1652.1,1652.15,1652.0,1652.0,2418,2418,0.15000000000009095,0.0500000000001819,0.09999999999990905,0.15000000000009095,0.6921205895959538,1656.9198441271717,1647.2301558728284,1656.9198441271717,1647.2301558728284,1647.2301558728284
96,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:51:00,1652.0,1652.05,1650.1,1650.1,1379,1379,1.9500000000000455,0.049999999999954525,1.900000000000091,1.9500000000000455,1.1114137263973178,1658.854896084781,1643.2951039152185,1656.9198441271717,1647.2301558728284,1647.2301558728284
97,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:52:00,1650.1,1650.65,1647.4,1647.95,3513,3513,3.25,0.5500000000001819,2.699999999999818,3.25,1.8242758175982121,1661.7949307231875,1636.2550692768127,1656.9198441271717,1647.2301558728284,1647.2301558728284
98,INE095A01012,2019-03-19 15:15:42,2018-01-01 10:53:00,1647.95,1649.05,1647.95,1648.8,442,442,1.099999999999909,1.099999999999909,0.0,1.099999999999909,1.5828505450654446,1659.579953815458,1637.420046184542,1656.9198441271717,1647.2301558728284,1647.2301558728284
